# 数学者名 / Mathematicians
# reading	word	pos	flags
るじゃんどる	Legendre	person
るじゃんどる	ルジャンドル	person
るじん	Luzin	person
るじん	ルジン	person
るべーぐ	Lebesgue	person
るべーぐ	ルベーグ	person
るーしぇ	Rouche	person
るーしぇ	Rouché	person
るーしぇ	ルーシェ	person
れび	Levy	person
れび	Lévy	person
れび	レヴィ	person
れふしぇっつ	Lefschetz	person
れふしぇっつ	レフシェッツ	person
れらい	Leray	person
れらい	レライ	person
れーべんはいむ	Lowenheim	person
れーべんはいむ	Löwenheim	person
れーべんはいむ	レーヴェンハイム	person
ろばちぇふすきー	Lobachevsky	person
ろばちぇふすきー	ロバチェフスキー	person
ろばーす	Lovasz	person
ろばーす	Lovász	person
ろばーす	ロヴァース	person
ろぴたる	L'Hopital	person
ろぴたる	L'Hôpital	person
ろぴたる	ロピタル	person
ろる	Rolle	person
ろる	ロル	person
ろーべあ	Lawvere	person
ろーべあ	ローヴェア	person
わいえるしゅとらす	Weierstrass	person
わいえるしゅとらす	ワイエルシュトラス	person
わいる	Weyl	person
わいる	ワイル	person
わいるず	Wiles	person
わいるず	ワイルズ	person
わたなべしんぞう	Watanabe	person
わたなべしんぞう	渡辺信三	person
わたなべすみお	Watanabe	person
わたなべすみお	渡辺澄夫	person
